source,target,weight
EdvaldoEvangel9,BrunoCalixto22,1
EduardofmbMD,Suzano_info,1
EduardofmbMD,Luisoli21929060,1
EdmarAlves68,CarlosS48442375,1
EdmarAlves68,consallys,1
EdmarAlves68,cervejadgarrafa,1
EdmarAlves68,cassiooliveir_,1
EdmarAlves68,RonnyCombate,1
EdmarAlves68,MarcelaSaraivas,1
EdmarAlves68,ElzaAugusta,1
EdmarAlves68,DielNascimento4,1
EdmarAlves68,DREEZ_171,1
EdilsonBispo10,_Janoninho,1
EdmarAlves68,lazarorosa25,1
EdilsonBispo10,RonnyCombate,1
Ediene98043039,UdaJuris2022,1
Ediene98043039,Suzano_info,1
Ediene98043039,Danicarlasou,1
Ecletica1,goncalves273,1
Ecletica1,Wallcostajf,1
Ecletica1,Wagner_R_O,1
Ecletica1,Suzano_info,1
EdmarAlves68,daniduncan,1
EdnaApagusmao,AspasDireita,1
EduardofmbMD,Karinegtoledo,1
Edson34167717,Danicarlasou,1
EduardofmbMD,CinthiaMagal,1
EduardoJosAlve9,MauricioCostaRS,1
EduardoJosAlve9,Danicarlasou,1
EdsonRo82470791,vanete_araujo,1
EdsonRo82470791,UdaJuris2022,1
EdsonRo82470791,Kaiqueporto32,1
EdsonMa42614543,GabrielNerger,1
Edson34167717,Suzano_info,1
EdnaApagusmao,um_forte,1
EdnaApagusmao,PauloRo67507775,1
EdnaApagusmao,psmota05,1
EdnaApagusmao,izaiaasp,1
EdnaApagusmao,ddavidsantoss,1
EdnaApagusmao,danoskigil,1
EdnaApagusmao,cpavanini,1
EdnaApagusmao,aquiflavio,1
EdnaApagusmao,Wallcostajf,1
EdnaApagusmao,Paulo_Dupont,1
DirceuCelini,vanete_araujo,1
DirceuCelini,martinha17_,1
ElineiaCassotto,Luisoli21929060,1
Crislai17825672,buarqueana13,1
DKen79857614,Suzano_info,1
DIASYVES,aro_marcia,1
DIASYVES,Elainnefaria1,1
DIASYVES,CinthiaMagal,1
DDD90787080,Wallcostajf,1
DDD90787080,John_N4varro,1
DDD90787080,Danicarlasou,1
DDD90787080,CarolPollice,1
Cristia56489041,Wagner_R_O,1
Cristia56489041,FelipeFrazaorj,1
Crisrosac,Danicarlasou,1
Crisrosac,BrunoCalixto22,1
Crislai17825672,relidafernanda,1
Crislai17825672,queenvermelha13,1
Crislai17825672,lazarorosa25,1
Crislai17825672,daniduncan,1
Crislai17825672,consallys,1
Crislai17825672,claudiofalatudo,1
Crislai17825672,cervejadgarrafa,1
D_rodrigo17,MauricioCostaRS,1
Dan_SK,CarlosS48442375,1
Dan_SK,DREEZ_171,1
Dane_Coelho,cesarcalejon1,1
DanielD61417722,HelenaMeis,1
DanielD61417722,Gerlanecostaf,1
DanielD61417722,DireitaMaria,1
Daniel33509009,Tio_Mou,1
Dane_Coelho,lolaescreva,1
Dane_Coelho,lazarorosa25,1
Dane_Coelho,joaodomenech,1
Dane_Coelho,daniduncan,1
Dane_Coelho,cervejadgarrafa,1
Dan_SK,EdsonFilho74,1
Dane_Coelho,_Janoninho,1
Dane_Coelho,MarcelaSaraivas,1
Dane_Coelho,EdsonFilho74,1
Dane_Coelho,DielNascimento4,1
Dan_SK,nadiaprado7,1
Dan_SK,euailze,1
Dan_SK,consallys,1
Dan_SK,cervejadgarrafa,1
Crislai17825672,canalcoerencia,1
Crislai17825672,MarcelaSaraivas,1
DirceuCelini,goncalves273,1
Crislai17825672,DREEZ_171,1
Corrreea123,P_de_Plotino,1
ConsultorOttoni,Danicarlasou,1
Clvis45394795,MauricioCostaRS,1
CludiaMascaren6,vanete_araujo,1
CludiaMascaren6,joaovoltou,1
CludiaMascaren6,claryene,1
CludiaMascaren6,Suzano_info,1
CludiaMascaren6,PolticaDVerdade,1
CludiaMascaren6,LeoniceMariana1,1
CludiaMascaren6,FelipZimmer,1
CludiaMascaren6,Elainnefaria1,1
CludiaMascaren6,DCDM115,1
CludiaMascaren6,BayerNany,1
CludiaMascaren6,Alex__Lemos,1
Clelia03102018,Luisoli21929060,1
Clelia03102018,Kaiqueporto32,1
Clelia03102018,Danicarlasou,1
Cleidedpaula,queenvermelha13,1
Cleidedpaula,lidiacorrea20,1
Corrreea123,_Janoninho,1
Corrreea123,buarqueana13,1
Corrreea123,cervejadgarrafa,1
Cris42405695,Wallcostajf,1
CrisNR_Hurtado,Danicarlasou,1
CrisMFFreitas,Suzano_info,1
CrisMFFreitas,Fiuzafirmao2,1
CrisHaniel1,marcosaraujjoo,1
CrisHaniel1,euailze,1
CrisHaniel1,cesarcalejon1,1
CrisHaniel1,buarqueana13,1
CrisHaniel1,MarcelaSaraivas,1
Cricamg,consallys,1
Corrreea123,danielmarks17,1
Cricamg,buarqueana13,1
Cricamg,adamoantonioni,1
Cricamg,CrisSilvaSJC,1
CostaReservista,Tio_Mou,1
CostaReservista,Suzano_info,1
CostaReservista,RachelAndo7,1
CostaReservista,JoaquinTeixeira,1
Corrreea123,winsletpaulson,1
DanielD61417722,goncalves273,1
DanielD61417722,mjmacul_lima,1
Daniela22338341,DREEZ_171,1
Daniela22338341,MarcelaSaraivas,1
DiegoCabral90,MauricioCostaRS,1
DiegoCabral90,MarloneBHMG,1
DiegoCabral90,Luisoli21929060,1
DiegoCabral90,FelipeFrazaorj,1
DiegoCabral90,CinthiaMagal,1
DiegoCabral90,AspasDireita,1
DiegoCabral90,AppelLuciano,1
Diane64072478,leojardels,1
Diane64072478,Karinegtoledo,1
Diane64072478,KaiolOof,1
DianaBo78466286,vanzuty,1
DianaBo78466286,vanete_araujo,1
DianaBo78466286,psy_fps,1
DianaBo78466286,WillianWillCG,1
DianaBo78466286,PauloRo67507775,1
DianaBo78466286,FelipZimmer,1
DianaBo78466286,Elainnefaria1,1
DianaBo78466286,CinthiaMagal,1
DianaBo78466286,AdrianeNelci,1
DiegoCabral90,Suzano_info,1
DiegoCabral90,Tio_Mou,1
DiegoCabral90,Wallcostajf,1
DirceuCelini,BrunoCalixto22,1
DirceuCelini,almacigana7,1
DirceuCelini,Wagner_R_O,1
DirceuCelini,Suzano_info,1
DirceuCelini,IvairSouza4,1
DirceuCelini,Flavian51746791,1
DirceuCelini,E_PaKabah,1
DirceuCelini,Douglasvet33,1
DirceuCelini,DCDM115,1
DirceuCelini,BaraoFarias,1
DiegoCabral90,aro_marcia,1
DirceuCelini,AlvesContabeis,1
DirceuCelini,AloyAV2,1
DioneIracema,Paulo_Dupont,1
DioneIracema,FelipZimmer,1
DioneIracema,DCDM115,1
DiegoCabral90,um_forte,1
DiegoCabral90,marcosaraujjoo,1
DiegoCabral90,lugubremonotomo,1
DelmiraMathias,Suzano_info,1
DelmaGodoy,PauloRo67507775,1
DelfinoHannah,UdaJuris2022,1
DantesHell8,JoaquinTeixeira,1
DavidSa35681946,cervejadgarrafa,1
DavidSa35681946,DREEZ_171,1
DaviSatto,Wallcostajf,1
Davi76951202,Kaiqueporto32,1
Davi76951202,DinhoBRChannel,1
Darlyng1419,Wallcostajf,1
Darlyng1419,CinthiaMagal,1
DantesHell8,adrianamontesp1,1
DannyOrmelli,Suzano_info,1
DavidSa35681946,consallys,1
DannyOrmelli,FelipZimmer,1
Dannisleyk1,vanete_araujo,1
Dannisleyk1,Kaiqueporto32,1
Daniell54874469,JoaquinTeixeira,1
Daniele50624897,CinthiaMagal,1
Daniela22338341,marcosaraujjoo,1
Daniela22338341,joaodomenech,1
Daniela22338341,euailze,1
DavidSa35681946,claudiofalatudo,1
DavidSa35681946,daniduncan,1
DelfinoHannah,Suzano_info,1
DeividS35123212,Edu210670,1
DelfinoHannah,BrunoCalixto22,1
Deize95979464,Wallcostajf,1
Deize95979464,Karinegtoledo,1
Deize95979464,FelipZimmer,1
Deize95979464,CinthiaMagal,1
DeividS35123212,Kaiqueporto32,1
DeividS35123212,KaiolOof,1
DeividS35123212,FelipZimmer,1
DeiaOliver13,Suzano_info,1
DavidSa35681946,euailze,1
DeiaOliver13,Danicarlasou,1
DeiaContin,MauricioCostaRS,1
DeiaContin,JoaquinTeixeira,1
DayKSantos1,MauricioCostaRS,1
DayKSantos1,JoaquinTeixeira,1
DayKSantos1,BrunoCalixto22,1
DavidSa35681946,marcosaraujjoo,1
DavidSa35681946,lazarorosa25,1
ElineiaCassotto,EduPatricioSP,1
ElioJun68055097,Danicarlasou,1
Cleidedpaula,_Janoninho,1
GirassolBrecho,kelvin_a10,1
GuairaSobieski,Elainnefaria1,1
GuairaSobieski,Danicarlasou,1
GracielleJesu12,MauricioCostaRS,1
GracielleJesu12,Luisoli21929060,1
GracielleJesu12,Danicarlasou,1
GracielleJesu12,CinthiaMagal,1
GomesSolamita,John_N4varro,1
GleicianySilv17,Luisoli21929060,1
GleicianySilv17,JoaquinTeixeira,1
GleicianySilv17,Danicarlasou,1
GlaydistaniaF,queenvermelha13,1
GlaydistaniaF,cunha_dil,1
GlaydistaniaF,_Janoninho,1
GlaydistaniaF,Solphis_chan,1
GlaydistaniaF,Robi73589635,1
GiselyFelipe1,cesarcalejon1,1
GirassolBrecho,winsletpaulson,1
GirassolBrecho,rsafllics,1
GirassolBrecho,relidafernanda,1
GuardadoEdson,claryene,1
GuedesMyrna,CarlosS48442375,1
GuedesMyrna,lazarorosa25,1
GustavoPecorino,Suzano_info,1
HelenaL78714032,IvairSouza4,1
HelenaD92072738,Suzano_info,1
HelenaD92072738,LeoniceMariana1,1
HGamepas,goncalves273,1
HEY_MALYNE,lazarorosa25,1
GutoVioleiro,Suzano_info,1
GutoVioleiro,MauricioCostaRS,1
GutoVioleiro,JoaquinTeixeira,1
Gustavo18476486,Suzano_info,1
GuedesMyrna,zurenemanique,1
Guirodox_,lazarorosa25,1
Guirodox_,euailze,1
Guilher35734223,MauricioCostaRS,1
GuerreiroPatr14,Wallcostajf,1
GuerreiroPatr14,UdaJuris2022,1
GuerreiroPatr14,Luisoli21929060,1
GuerreiroPatr14,Kaiqueporto32,1
GuerreiroPatr14,JoaquinTeixeira,1
GirassolBrecho,queenvermelha13,1
GirassolBrecho,gonagipe,1
Francis84008209,zurenemanique,1
GirassolBrecho,didizinhailha,1
GeorgiaFrancoD1,AppelLuciano,1
GeferGessi,Danicarlasou,1
GaldianoIvonete,vanete_araujo,1
GaldianoIvonete,lira9344529,1
GaldianoIvonete,linapaulaqueir1,1
GaldianoIvonete,alexfmotta,1
GaldianoIvonete,FelipZimmer,1
GabyMalves,MauricioCostaRS,1
GabyMalves,JoaquinTeixeira,1
Gabriella3516,consallys,1
Gabriella3516,buarqueana13,1
Gabriella3516,JRBRONKO,1
Gabicryso,Suzano_info,1
GLAUCIBARROS15,buarqueana13,1
GLAUCIBARROS15,LucianaMSSanch1,1
GLAUCIBARROS15,DielNascimento4,1
Francisdemocrac,joaodomenech,1
Francisdemocrac,OBrizolulista,1
Francisdemocrac,JosDonizettiVi3,1
GeorgiaFrancoD1,BrunoCalixto22,1
GeorgiaFrancoD1,Danicarlasou,1
GeorgiaFrancoD1,FelipZimmer,1
GigiSan18731665,BrunoCalixto22,1
GirassolBrecho,claudiofalatudo,1
GirassolBrecho,carloscamargo,1
GirassolBrecho,Robi73589635,1
Gilsonsousa22,FelipZimmer,1
Gilsonsousa22,Danicarlasou,1
Gilbert63577801,Suzano_info,1
GigiSan18731665,JoaquinTeixeira,1
GigiSan18731665,FelipZimmer,1
GersonJosdeOli3,Danicarlasou,1
GeorgiaFrancoD1,MauricioCostaRS,1
GeovannyLucas8,lazarorosa25,1
GeovannyLucas8,cesarcalejon1,1
Geovana_alves33,marianelazaro,1
Geovana_alves33,lugubremonotomo,1
Geovana_alves33,goncalves273,1
Geovana_alves33,aro_marcia,1
Geovana_alves33,John_N4varro,1
GeorgiaFrancoD1,UdaJuris2022,1
HelenaL78714032,aro_marcia,1
HelenaMeis,Elainnefaria1,1
HelenaMeis,FelipZimmer,1
HelenaMeis,Luisoli21929060,1
JAIRNUBIALIMA,FelipZimmer,1
Izabelbelel1,MauricioCostaRS,1
Izabelbelel1,JoaquinTeixeira,1
Izabelbelel1,FelipZimmer,1
IvanMor44139289,euquerenh,1
IvanMor44139289,aro_marcia,1
IvanMor44139289,UdaJuris2022,1
IvanMor44139289,MauricioCostaRS,1
IvanMor44139289,Luisoli21929060,1
IvanMor44139289,Elainnefaria1,1
IvanMor44139289,BrunoCalixto22,1
ItalobomVictor,MarcianoBrito13,1
ItalobomVictor,EdsonFilho74,1
ItalobomVictor,CarlosS48442375,1
ItalobomVictor,CamilaPazCosta1,1
IsoldaCerqueira,lazarorosa25,1
IsoldaCerqueira,buarqueana13,1
IsoldaCerqueira,CarlosS48442375,1
IsisPatriota,joaovoltou,1
JAIRNUBIALIMA,Karinegtoledo,1
JAIRNUBIALIMA,Pittyprovesi,1
JAIRNUBIALIMA,Suzano_info,1
JOAOACOSTA19,BrunoCalixto22,1
JSantospez,zurenemanique,1
JSantospez,nadiaprado7,1
JSantospez,lazarorosa25,1
JSantospez,consallys,1
JSantospez,cesarcalejon1,1
JSantospez,cervejadgarrafa,1
JSantospez,MarcelaSaraivas,1
JOAOACOSTA19,Suzano_info,1
JLefani,Wallcostajf,1
JAIRNUBIALIMA,goncalves273,1
JLefani,UdaJuris2022,1
JLefani,Suzano_info,1
JLefani,CinthiaMagal,1
JJuniorRezende,Fiuzafirmao2,1
JAIRNUBIALIMA,vanzuty,1
JAIRNUBIALIMA,psy_fps,1
JAIRNUBIALIMA,marianelazaro,1
JAIRNUBIALIMA,joaovoltou,1
IsisPatriota,DruzianMonica,1
IsabelMRVeiga1,Wallcostajf,1
IsabelMRVeiga1,Suzano_info,1
Hemer22aconta,IvairSouza4,1
Historiador55,GgmAndrews,1
Hemer22aconta,usergolftango,1
Hemer22aconta,aurireis,1
Hemer22aconta,aro_marcia,1
Hemer22aconta,Wagner_R_O,1
Hemer22aconta,UdaJuris2022,1
Hemer22aconta,Luisoli21929060,1
Hemer22aconta,John_N4varro,1
Hemer22aconta,FelipZimmer,1
Historiador55,vanete_araujo,1
Hemer22aconta,Elainnefaria1,1
Hemer22aconta,AlvesContabeis,1
HelioKieras,Suzano_info,1
HelioKieras,FelipZimmer,1
HelioAdolfo1,Wallcostajf,1
HelioAdolfo1,JoaquinTeixeira,1
HelioAdolfo1,CinthiaMagal,1
HelenaMeis,MauricioCostaRS,1
Historiador55,MarloneBHMG,1
HumbertoSozo,CinthiaMagal,1
IsabelMRVeiga1,CinthiaMagal,1
InesveronicaDe2,marcosaraujjoo,1
IsabelCaceffo,MauricioCostaRS,1
IsabelC29886872,claudiofalatudo,1
IsabelC29886872,cervejadgarrafa,1
IsabelC29886872,_Janoninho,1
IsabelC29886872,MarcelaSaraivas,1
IsabelC29886872,EdsonFilho74,1
IsabelC29886872,DREEZ_171,1
IrisGomesS,BrunoCalixto22,1
InesveronicaDe2,buarqueana13,1
HumbertoSozo,PatriaAmada0709,1
InesveronicaDe2,CornetaCritica,1
IamDudiKk,lazarorosa25,1
IamDudiKk,joaodomenech,1
IamDudiKk,cesarcalejon1,1
IamDudiKk,cassiooliveir_,1
IamDudiKk,DREEZ_171,1
ILelyen,JoaquinTeixeira,1
ILelyen,AnaPifano2,1
Francisdemocrac,CornetaCritica,1
Francis84008209,lazarorosa25,1
ElioJun68055097,FelipZimmer,1
Elzasousa15,cervejadgarrafa,1
EscritoraRaquel,JoaquinTeixeira,1
EscritoraRaquel,CinthiaMagal,1
EriveltonPaixao,lugubremonotomo,1
EriveltonPaixao,izaiaasp,1
EriveltonPaixao,Karinegtoledo,1
EriveltonPaixao,John_N4varro,1
EriveltonPaixao,Danicarlasou,1
EriveltonPaixao,DCDM115,1
EriveltonPaixao,CinthiaMagal,1
Ericajgg,vanete_araujo,1
Ericajgg,psy_fps,1
Ericajgg,gabrielpaulo221,1
Ericajgg,UdaJuris2022,1
Ericajgg,JoaquinTeixeira,1
EricMamae,John_N4varro,1
Enya99659645,KaiolOof,1
Elzasousa15,marcosaraujjoo,1
Elzasousa15,euailze,1
Elzasousa15,consallys,1
EscritoraRaquel,Kaiqueporto32,1
EscritoraRaquel,Luisoli21929060,1
EsdrasBas,Kaiqueporto32,1
EveMirante,MarcelaSaraivas,1
Everton74038853,MauricioCostaRS,1
Everton74038853,John_N4varro,1
EveraldoGonalv9,JoaquinTeixeira,1
EveraldoGonalv9,BrunoCalixto22,1
EveMirante,lazarorosa25,1
EveMirante,daniduncan,1
EveMirante,claudiofalatudo,1
EveMirante,cesarcalejon1,1
Evandro_SI,Wagner_R_O,1
Estel4rBR,JoaquinTeixeira,1
Evandro_SI,Danicarlasou,1
Eusoubrunoooo,Kaiqueporto32,1
Eusoubrunoooo,John_N4varro,1
Eusoubrunoooo,Danicarlasou,1
Eusoubrunoooo,CinthiaMagal,1
EurivaldoLima10,joaodomenech,1
EurivaldoLima10,RonnyCombate,1
EsterJanoj,BabiSilwa,1
Elzasousa15,cesarcalejon1,1
Elzasousa15,buarqueana13,1
Francis84008209,joaodomenech,1
Elzasousa15,DREEZ_171,1
EliseuMendonca7,Wallcostajf,1
EliseuMendonca7,MauricioCostaRS,1
EliseuMendonca7,JoaquinTeixeira,1
EliseuMendonca7,AppelLuciano,1
Elisand70827695,Wagner_R_O,1
Elisand70827695,UdaJuris2022,1
Elisand70827695,Luisoli21929060,1
Elisand70827695,Douglasvet33,1
ElisBrando6,vanete_araujo,1
ElisBrando6,olordsnow,1
ElisBrando6,joaovoltou,1
ElisBrando6,LeoniceMariana1,1
ElisBrando6,FelipZimmer,1
ElisBrando6,Elainnefaria1,1
ElisBrando6,BrunoCalixto22,1
ElioJun68055097,WillianWillCG,1
ElioJun68055097,Wallcostajf,1
ElioJun68055097,MauricioCostaRS,1
ElioJun68055097,GleissonOpus,1
Elisinha_BR,Elainnefaria1,1
Elisinha_BR,FelipZimmer,1
Elisinha_BR,Suzano_info,1
Elizabe06814312,RejaneBP38,1
Elizabe54726333,Jouberth19,1
Elizabe54726333,John_N4varro,1
Elizabe06814312,willmourds,1
Elizabe06814312,rexbonafide,1
Elizabe06814312,marianelazaro,1
Elizabe06814312,izaiaasp,1
Elizabe06814312,euquerenh,1
Elizabe06814312,UdaJuris2022,1
Elizabe06814312,Paulo_Dupont,1
Eliza_amorim31,Danicarlasou,1
Elizabe06814312,IvairSouza4,1
Elizabe06814312,BrunoCalixto22,1
Elizabe06814312,AndreLuisfr22,1
Elizabe00128079,gabrielpaulo221,1
Elizabe00128079,John_N4varro,1
Elizabe00128079,BrunoCalixto22,1
Eliza_amorim31,Luisoli21929060,1
Eliza_amorim31,Kaiqueporto32,1
Everton74038853,vanete_araujo,1
Ewerton19771,DCDM115,1
Ewerton19771,JoaquinTeixeira,1
Ezequie21183467,DREEZ_171,1
Ferri3Joana,vivianesfarias1,1
Ferri3Joana,LeoniceMariana1,1
Fernandohjus,Suzano_info,1
Fernandohjus,JoaquinTeixeira,1
Fernanda83BR,Kaiqueporto32,1
Fernand6795377,psy_fps,1
Fernand6795377,marianelazaro,1
Fernand6795377,linapaulaqueir1,1
Fernand6795377,joaovoltou,1
Fernand6795377,claryene,1
Fernand6795377,aro_marcia,1
Fernand6795377,alexfmotta,1
Fernand6795377,Wallcostajf,1
Fernand6795377,MarloneBHMG,1
Fernand6795377,LeoniceMariana1,1
Fernand6795377,John_N4varro,1
Fernand6795377,GraziHenriques,1
Fernand6795377,EndterPierre,1
Fernand6795377,Elainnefaria1,1
Flavi_Franca,BrunoCalixto22,1
Flavi_Franca,Suzano_info,1
Flavi_Franca,Wallcostajf,1
FlavioS1971,Suzano_info,1
Francis84008209,CarlosS48442375,1
FranciniaArajo1,DCDM115,1
Fran85498135,BrunoCalixto22,1
FlviaBe19788620,Edu210670,1
FlviaBe19788620,Danicarlasou,1
Flavioh007,Tio_Mou,1
Flavioh007,CinthiaMagal,1
FlavioS1971,Wagner_R_O,1
FlavioS1971,Pittyprovesi,1
Flaviano_lopes1,FelipZimmer,1
FlavioS1971,DCDM115,1
FlavioErich,UdaJuris2022,1
FlavioErich,Suzano_info,1
Flavio37294199,relidafernanda,1
Flavio37294199,danielmarks17,1
Flavio37294199,canalcoerencia,1
Flavio37294199,buarqueana13,1
Flavio37294199,_Janoninho,1
Fernand6795377,CRISTOLUZ1000,1
Fernand6795377,BayerNany,1
Fernand6795377,Andrisa01,1
FD0g6aaGenTtKHV,vanete_araujo,1
Fabiana29202402,euailze,1
Fabiana29202402,consallys,1
Fabiana29202402,claudiofalatudo,1
Fabiana29202402,cervejadgarrafa,1
Fabiana29202402,MarcelaSaraivas,1
Fabiana29202402,DREEZ_171,1
FERNANDORSM,Danicarlasou,1
FELIPE15109281,marcosaraujjoo,1
FD0g6aaGenTtKHV,Luisoli21929060,1
FabyaneSimoes,JoaquinTeixeira,1
FD0g6aaGenTtKHV,Danicarlasou,1
FCLantaller,vanete_araujo,1
FCLantaller,MauricioCostaRS,1
FCLantaller,CinthiaMagal,1
Ezequie21183467,netto41,1
Ezequie21183467,lazarorosa25,1
Ezequie21183467,cesarcalejon1,1
Ezequie21183467,TiciaEvans,1
Fabiogms917,JoaquinTeixeira,1
FaoliRicco,FelipZimmer,1
Fernand62758274,Suzano_info,1
FelipeFrazaorj,FelipeFrazaorj,1
Fernand62758274,BrunoCalixto22,1
FerMach59373858,Wallcostajf,1
FerMach59373858,Luisoli21929060,1
Feliped82375579,zurenemanique,1
Feliped82375579,lazarorosa25,1
Feliped82375579,EdsonFilho74,1
FelipeFrazaorj,John_N4varro,1
FelipeFrazaorj,JoaquinTeixeira,1
FelipeFrazaorj,AppelLuciano,1
FaoliRicco,Suzano_info,1
Felicia06743334,John_N4varro,1
FavaWell,daniduncan,1
FavaWell,adamoantonioni,1
FavaWell,RonnyCombate,1
FavaWell,MarcelaSaraivas,1
FavaWell,DREEZ_171,1
FaoliRicco,Wagner_R_O,1
FaoliRicco,UdaJuris2022,1
Cleidedpaula,buarqueana13,1
Cleidedpaula,Solphis_chan,1
SapoBoidas12,GleissonOpus,1
AmandaJ96739672,um_forte,1
AnaCris58562690,FelipZimmer,1
AnaCris58562690,Danicarlasou,1
AnaCarol_Balzaq,cassiooliveir_,1
AnaCarol_Balzaq,_Janoninho,1
AnaCarol_Balzaq,DielNascimento4,1
AnaCarol_Balzaq,DREEZ_171,1
AnaCarol_Balzaq,CamilaPazCosta1,1
AnaBonini14,joaodomenech,1
AnaBonini14,euailze,1
Americaservicos,iAvancaBrasil,1
Americaservicos,MauricioCostaRS,1
Americaservicos,Emerson_sincero,1
AmaralLeda,vanete_araujo,1
AmaralLeda,Suzano_info,1
AmaralLeda,CinthiaMagal,1
AmandaLazaroZ,Luisoli21929060,1
AmandaLazaroZ,Kaiqueporto32,1
AmandaLazaroZ,KaiolOof,1
AmandaLazaroZ,Elainnefaria1,1
AnaCris58562690,Suzano_info,1
AnaCris58562690,Wallcostajf,1
AnaCris58562690,aro_marcia,1
AnaRuthAlmeida1,lazarorosa25,1
AnaXataOficial,buarqueana13,1
AnaXataOficial,_Janoninho,1
AnaXataOficial,EdsonFilho74,1
AnaXataOficial,DREEZ_171,1
AnaXataOficial,CarlosS48442375,1
AnaSant79378906,Kaiqueporto32,1
AnaSant79378906,Danicarlasou,1
AnaSant79378906,DCDM115,1
AnaPaulaVianabh,UdaJuris2022,1
AnaCris58562690,vanete_araujo,1
AnaPaulaVianabh,Danicarlasou,1
AnaPaul00036619,vanete_araujo,1
AnaPaul00036619,izaiaasp,1
AnaPaul00036619,Elainnefaria1,1
AnaPaul00036619,Danicarlasou,1
AnaLhMiranda1,vanete_araujo,1
AnaLhMiranda1,Suzano_info,1
AnaLhMiranda1,GleissonOpus,1
AmandaJ96739672,vanete_araujo,1
AmandaJ96739672,RozanaFranco,1
AlexandreVichn1,KaiolOof,1
AmandaJ96739672,DCDM115,1
Almir_del,JosDonizettiVi3,1
Almir_del,ElzaAugusta,1
Almir_del,DielNascimento4,1
Almir_del,DREEZ_171,1
Almir_del,CornetaCritica,1
Almir_del,CarlosS48442375,1
All_Star_Yallow,KaiolOof,1
AlineGigena,lazarorosa25,1
AlineGigena,joaodomenech,1
AlineGigena,consallys,1
AlineGigena,cesarcalejon1,1
AlineGigena,buarqueana13,1
AliadoPeloBR,BrunoCalixto22,1
Alexmoc,fonncllau10,1
Alexmoc,consallys,1
Alexmoc,buarqueana13,1
Alexmoc,SessaAriel,1
Alexandremai5,fonncllau10,1
Alexandremai5,consallys,1
Almir_del,Naradmoraes,1
Almir_del,TiciaEvans,1
Almir_del,buarqueana13,1
AlvesFilomeno,RonaldoJBBarros,1
AmandaJ96739672,AlvesContabeis,1
AmandaArielArt1,mara_selma,1
AmandaArielArt1,linapaulaqueir1,1
AmandaArielArt1,Suzano_info,1
AlvesFilomeno,marcosaraujjoo,1
AlvesFilomeno,daniduncan,1
AlvesFilomeno,consallys,1
AlvesFilomeno,claudiofalatudo,1
AlvesFilomeno,PalhaWill,1
Almir_del,consallys,1
Almir_del,zurenemanique,1
Almir_del,winsletpaulson,1
Almir_del,nadiaprado7,1
Almir_del,lazarorosa25,1
Almir_del,gonagipe,1
Almir_del,fonncllau10,1
Almir_del,euailze,1
Almir_del,daniduncan,1
AnaXataOficial,cesarcalejon1,1
AnaXataOficial,claudiofalatudo,1
AnaXataOficial,joaodomenech,1
AnaXataOficial,lazarorosa25,1
AndreaC84000405,cervejadgarrafa,1
AndreTGomesdeSa,Suzano_info,1
AndreTGomesdeSa,FelipZimmer,1
AndreRiemma,belcrischagas,1
AndreRiemma,Suzano_info,1
AndreRiemma,CinthiaMagal,1
Andra82467853,vanete_araujo,1
Andra82467853,Wallcostajf,1
Andra82467853,Suzano_info,1
Andra82467853,OliverNoronha,1
Andra82467853,FelipZimmer,1
Andra82467853,BrunoCalixto22,1
AndrRgo1,zurenemanique,1
AndrRgo1,winsletpaulson,1
AndrRgo1,oicram2016,1
AndrRgo1,nadiaprado7,1
AndrRgo1,kelvin_a10,1
AndrRgo1,gonagipe,1
AndrRgo1,giordano_girl,1
AndreaC84000405,claudiofalatudo,1
AndreaC84000405,livialternativa,1
AndreaC84000405,marcosaraujjoo,1
AndreaconradoO,consallys,1
AndreiaPatroci2,DielNascimento4,1
AndreiaPatroci2,DREEZ_171,1
AndreiaPatroci2,CrisSilvaSJC,1
AndreiaPatroci2,CornetaCritica,1
AndreiaPatroci2,CarlosS48442375,1
AndreiaPatroci2,AngelJones_13,1
AndreaconradoO,queenvermelha13,1
AndreaconradoO,lazarorosa25,1
AndreaconradoO,cesarcalejon1,1
AndreaSemeler,KaiolOof,1
AndreaconradoO,MarcelaSaraivas,1
Andreaasiss0303,joaodomenech,1
Andreaasiss0303,claudiofalatudo,1
Andreaasiss0303,cervejadgarrafa,1
AndreaSemeler,lugubremonotomo,1
AndreaSemeler,alexfmotta,1
AndreaSemeler,LeoewalF,1
AndreaSemeler,Karinegtoledo,1
AndrRgo1,euailze,1
AndrRgo1,didizinhailha,1
AndrRgo1,daniduncan,1
AnasUniverso,euailze,1
AndrCGalvez1,AndreLuisfr22,1
Anderso74644453,MarcelaSaraivas,1
AnderTorres5,aro_marcia,1
AnderTorres5,MauricioCostaRS,1
AnderTorres5,Elainnefaria1,1
AnderTorres5,Danicarlasou,1
AnderTorres5,AppelLuciano,1
Anasci75,cpavanini,1
AnasUniverso,daniduncan,1
AndrCGalvez1,joelmonteyro,1
AnasUniverso,consallys,1
AnasUniverso,buarqueana13,1
Analu63605234,Wallcostajf,1
Analu63605234,Suzano_info,1
Analu63605234,Kaiqueporto32,1
Analu63605234,DCDM115,1
AnaXataOficial,nadiaprado7,1
AnaXataOficial,marcosaraujjoo,1
AndrCGalvez1,Fran_apropria,1
AndrCGalvez1,lelacohen,1
AndrRgo1,consallys,1
AndrRgo1,MarcelaSaraivas,1
AndrRgo1,claudiofalatudo,1
