created_at,source,target
2022-11-22 19:02:28,Pitchucky,MarcianoBrito13
2022-11-22 19:02:31,Pitchucky,_Janoninho
2022-11-22 19:02:33,Pitchucky,PalhaWill
2022-11-22 19:02:37,Pitchucky,Cro_thom
2022-11-22 19:02:39,AnaCris58562690,Wallcostajf
2022-11-22 19:02:40,brito_efrem,LucianaSV29
2022-11-22 19:02:41,Simonegomes1981,Wagner_R_O
2022-11-22 19:02:41,Pitchucky,joaodomenech
2022-11-22 19:02:44,KarenKellen11,KaiolOof
2022-11-22 19:02:46,Weslley02374166,lazarorosa25
2022-11-22 19:02:47,Leo_Sullyvan,MauricioCostaRS
2022-11-22 19:02:49,Pitchucky,OceanAlves
2022-11-22 19:02:52,DirceuCelini,Flavian51746791
2022-11-22 19:02:55,erwalio,FelipZimmer
2022-11-22 19:02:57,Pitchucky,netto41
2022-11-22 19:02:57,Francis84008209,joaodomenech
2022-11-22 19:03:01,Pitchucky,MarcianoBrito13
2022-11-22 19:03:03,Leo_Sullyvan,Elainnefaria1
2022-11-22 19:03:04,gaivotabranca,JulianaAmorasP
2022-11-22 19:03:05,AnaCris58562690,aro_marcia
2022-11-22 19:03:14,Repente40,cervejadgarrafa
2022-11-22 19:03:15,RCLconservadora,FranLSNeto
2022-11-22 19:03:20,JSantospez,consallys
2022-11-22 19:03:23,Ferri3Joana,LeoniceMariana1
2022-11-22 19:03:23,rosydayane_,Kaiqueporto32
2022-11-22 19:03:25,MICHELL17179024,CinthiaMagal
2022-11-22 19:03:30,JSantospez,cervejadgarrafa
2022-11-22 19:03:34,twitLacro,MauricioCostaRS
2022-11-22 19:03:39,JSantospez,nadiaprado7
2022-11-22 19:03:45,twitLacro,UdaJuris2022
2022-11-22 19:03:52,vanessinha_st,Kaiqueporto32
2022-11-22 19:03:57,brito_efrem,goncalves273
2022-11-22 19:04:02,Leo_Sullyvan,Luisoli21929060
2022-11-22 19:04:04,AntoniadePaula7,lazarorosa25
2022-11-22 19:04:05,Ferri3Joana,vivianesfarias1
2022-11-22 19:04:05,KarenKellen11,marianelazaro
2022-11-22 19:04:10,Dan_SK,cervejadgarrafa
2022-11-22 19:04:13,RCLconservadora,Henriq3581
2022-11-22 19:04:14,adaossilva82,JoaquinTeixeira
2022-11-22 19:04:15,FelipeFrazaorj,AppelLuciano
2022-11-22 19:04:17,PaniagoGomes,Danicarlasou
2022-11-22 19:04:21,twitLacro,Suzano_info
2022-11-22 19:04:25,clarahcantunes,Wallcostajf
2022-11-22 19:04:25,rosydayane_,CinthiaMagal
2022-11-22 19:04:28,bolson_c,FelipZimmer
2022-11-22 19:04:32,Leo_Sullyvan,Edu210670
2022-11-22 19:04:35,Leo_Sullyvan,Karinegtoledo
2022-11-22 19:04:40,Christi59322080,UdaJuris2022
2022-11-22 19:04:46,Corrreea123,P_de_Plotino
2022-11-22 19:04:47,aline_fvieira,lugubremonotomo
2022-11-22 19:04:50,Christi59322080,Kaiqueporto32
2022-11-22 19:04:50,Adalgis51564937,_Janoninho
2022-11-22 19:04:52,aline_fvieira,BrunoCalixto22
2022-11-22 19:04:54,twitLacro,vanete_araujo
2022-11-22 19:05:07,Matheus44072471,lazarorosa25
2022-11-22 19:05:11,twitLacro,LeoewalF
2022-11-22 19:05:11,BbFrenetica,JoaquinTeixeira
2022-11-22 19:05:11,JSantospez,MarcelaSaraivas
2022-11-22 19:05:12,clarahcantunes,vanete_araujo
2022-11-22 19:05:12,JandadaRosange1,FelipZimmer
2022-11-22 19:05:16,GuairaSobieski,Danicarlasou
2022-11-22 19:05:19,LKurudez,_Janoninho
2022-11-22 19:05:19,_Janoninho,lazarorosa25
2022-11-22 19:05:22,CibelePaula4,UdaJuris2022
2022-11-22 19:05:22,Corrreea123,cervejadgarrafa
2022-11-22 19:05:22,Repente40,_Janoninho
2022-11-22 19:05:24,GuairaSobieski,Elainnefaria1
2022-11-22 19:05:28,meihirataa,MauricioCostaRS
2022-11-22 19:05:29,gaivotabranca,deborahtelles
2022-11-22 19:05:29,Corrreea123,_Janoninho
2022-11-22 19:05:32,socorro62653109,MauricioCostaRS
2022-11-22 19:05:36,Aleghiraldini,FelipZimmer
2022-11-22 19:05:36,gaivotabranca,patriamada07
2022-11-22 19:05:36,SoraiaHidalgo,MauricioCostaRS
2022-11-22 19:05:37,MariaSouzza1315,_Janoninho
2022-11-22 19:05:37,acquabubbles,MarcelaSaraivas
2022-11-22 19:05:41,matzenbac,MauricioCostaRS
2022-11-22 19:05:42,acquabubbles,lazarorosa25
2022-11-22 19:05:42,rd12493055,_Janoninho
2022-11-22 19:05:44,Adriano19777131,MauricioCostaRS
2022-11-22 19:05:44,JSantospez,cesarcalejon1
2022-11-22 19:05:45,BbFrenetica,UdaJuris2022
2022-11-22 19:05:46,acquabubbles,consallys
2022-11-22 19:05:48,Marlene65162860,Suzano_info
2022-11-22 19:05:50,meihirataa,JoaquinTeixeira
2022-11-22 19:05:50,JSantospez,zurenemanique
2022-11-22 19:05:51,rd12493055,_Janoninho
2022-11-22 19:05:51,Marlene65162860,Danicarlasou
2022-11-22 19:05:52,NovacSil,vanete_araujo
2022-11-22 19:05:53,conciliele,lazarorosa25
2022-11-22 19:05:56,rd12493055,_Janoninho
2022-11-22 19:05:57,acquabubbles,euailze
2022-11-22 19:05:58,SoraiaHidalgo,DCDM115
2022-11-22 19:05:59,clarahcantunes,Edu210670
2022-11-22 19:06:00,acquabubbles,cervejadgarrafa
2022-11-22 19:06:01,socorro62653109,Suzano_info
2022-11-22 19:06:01,BrenoETSantiago,aro_marcia
2022-11-22 19:06:01,conciliele,consallys
2022-11-22 19:06:02,Marlene65162860,FelipZimmer
2022-11-22 19:06:04,LucliaS35081712,lazarorosa25
2022-11-22 19:06:04,acquabubbles,nadiaprado7
2022-11-22 19:06:04,meihirataa,Danicarlasou
2022-11-22 19:06:06,homo10sapiens,MarcelaSaraivas
2022-11-22 19:06:06,conciliele,euailze
2022-11-22 19:06:09,Marlene65162860,Suzano_info
2022-11-22 19:06:10,madelcostas,lolaescreva
2022-11-22 19:06:10,homo10sapiens,lazarorosa25
2022-11-22 19:06:10,LucliaS35081712,consallys
2022-11-22 19:06:11,acquabubbles,buarqueana13
2022-11-22 19:06:12,upelele01,lazarorosa25
2022-11-22 19:06:15,Marlene65162860,UdaJuris2022
2022-11-22 19:06:15,homo10sapiens,_Janoninho
2022-11-22 19:06:16,LucliaS35081712,euailze
2022-11-22 19:06:17,acquabubbles,DREEZ_171
2022-11-22 19:06:19,binyfim,AppelLuciano
2022-11-22 19:06:19,upelele01,euailze
2022-11-22 19:06:20,gaivotabranca,KaukitoTurismo
2022-11-22 19:06:21,acquabubbles,cesarcalejon1
2022-11-22 19:06:23,homo10sapiens,consallys
2022-11-22 19:06:23,upelele01,DREEZ_171
2022-11-22 19:06:25,Marlene65162860,BrunoCalixto22
2022-11-22 19:06:26,acquabubbles,daniduncan
2022-11-22 19:06:28,matzenbac,JoaquinTeixeira
2022-11-22 19:06:29,conciliele,cervejadgarrafa
2022-11-22 19:06:29,homo10sapiens,cesarcalejon1
2022-11-22 19:06:33,acquabubbles,_Janoninho
2022-11-22 19:06:35,homo10sapiens,_Janoninho
2022-11-22 19:06:37,acquabubbles,zurenemanique
2022-11-22 19:06:37,LucliaS35081712,nadiaprado7
2022-11-22 19:06:37,Catarina_47,lazarorosa25
2022-11-22 19:06:39,homo10sapiens,_Janoninho
2022-11-22 19:06:42,SoraiaHidalgo,FelipZimmer
2022-11-22 19:06:44,Mauro46431491,_Janoninho
2022-11-22 19:06:44,upelele01,nadiaprado7
2022-11-22 19:06:44,Marlene65162860,Wallcostajf
2022-11-22 19:06:46,acquabubbles,_Janoninho
2022-11-22 19:06:50,Mauro46431491,lazarorosa25
2022-11-22 19:06:50,LucliaS35081712,daniduncan
2022-11-22 19:06:51,acquabubbles,_Janoninho
2022-11-22 19:06:52,acquabubbles,joaodomenech
2022-11-22 19:06:53,claudio_degani,Danicarlasou
2022-11-22 19:06:55,e2005lopes,Danicarlasou
2022-11-22 19:06:55,homo10sapiens,_Janoninho
2022-11-22 19:06:58,PaniagoGomes,BrunoCalixto22
2022-11-22 19:06:58,acquabubbles,AngelJones_13
2022-11-22 19:06:59,LucliaS35081712,buarqueana13
2022-11-22 19:07:02,acquabubbles,TiciaEvans
2022-11-22 19:07:02,Mauro46431491,euailze
2022-11-22 19:07:02,GuedesMyrna,lazarorosa25
2022-11-22 19:07:03,Analu63605234,Suzano_info
2022-11-22 19:07:03,claudio_degani,Kaiqueporto32
2022-11-22 19:07:05,LucliaS35081712,MarcelaSaraivas
2022-11-22 19:07:05,PaniagoGomes,KaiolOof
2022-11-22 19:07:06,conciliele,MarcelaSaraivas
2022-11-22 19:07:06,acquabubbles,joaodomenech
2022-11-22 19:07:07,homo10sapiens,buarqueana13
2022-11-22 19:07:08,Mauro46431491,cervejadgarrafa
2022-11-22 19:07:09,Analu63605234,DCDM115
2022-11-22 19:07:10,acquabubbles,_Janoninho
2022-11-22 19:07:12,conciliele,buarqueana13
2022-11-22 19:07:12,LucliaS35081712,DREEZ_171
2022-11-22 19:07:13,acquabubbles,MarcianoBrito13
2022-11-22 19:07:14,homo10sapiens,nadiaprado7
2022-11-22 19:07:18,Laudemiro2011,Elainnefaria1
2022-11-22 19:07:19,MICHELL17179024,Lindasod
2022-11-22 19:07:19,Mauro46431491,DREEZ_171
2022-11-22 19:07:19,homo10sapiens,EdsonFilho74
2022-11-22 19:07:21,Analu63605234,Wallcostajf
2022-11-22 19:07:24,acquabubbles,EdsonFilho74
2022-11-22 19:07:27,Marlene65162860,linapaulaqueir1
2022-11-22 19:07:27,Mauro46431491,zurenemanique
2022-11-22 19:07:28,homo10sapiens,_Janoninho
2022-11-22 19:07:28,LucliaS35081712,cesarcalejon1
2022-11-22 19:07:29,Catarina_47,_Janoninho
2022-11-22 19:07:31,AlineGigena,lazarorosa25
2022-11-22 19:07:31,acquabubbles,lolaescreva
2022-11-22 19:07:32,homo10sapiens,euailze
2022-11-22 19:07:35,acquabubbles,joaodomenech
2022-11-22 19:07:37,acquabubbles,_Janoninho
2022-11-22 19:07:39,homo10sapiens,MarcianoBrito13
2022-11-22 19:07:40,TioCaveira300,JoaquinTeixeira
2022-11-22 19:07:42,Marlene65162860,Karinegtoledo
2022-11-22 19:07:42,AlineGigena,consallys
2022-11-22 19:07:43,conciliele,DREEZ_171
2022-11-22 19:07:43,homo10sapiens,DREEZ_171
2022-11-22 19:07:46,LucliaS35081712,_Janoninho
2022-11-22 19:07:47,MeireMe22166878,Suzano_info
2022-11-22 19:07:52,vnia_wenzel1,Elainnefaria1
2022-11-22 19:07:52,conciliele,cesarcalejon1
2022-11-22 19:07:53,homo10sapiens,MarcianoBrito13
2022-11-22 19:07:53,MDu2022,joaodomenech
2022-11-22 19:07:55,Marlene65162860,joaovoltou
2022-11-22 19:07:58,jadder1984,vanete_araujo
2022-11-22 19:08:00,Lia_Bristol,MauricioCostaRS
2022-11-22 19:08:00,homo10sapiens,MarcianoBrito13
2022-11-22 19:08:00,clarahcantunes,lugubremonotomo
2022-11-22 19:08:02,Everton74038853,MauricioCostaRS
2022-11-22 19:08:05,meihirataa,Karinegtoledo
2022-11-22 19:08:07,homo10sapiens,MarcianoBrito13
2022-11-22 19:08:08,Ja_nemel,_Janoninho
2022-11-22 19:08:11,AlineGigena,buarqueana13
2022-11-22 19:08:11,meihirataa,John_N4varro
2022-11-22 19:08:14,Marlene65162860,Edu210670
2022-11-22 19:08:21,CibelePaula4,lugubremonotomo
2022-11-22 19:08:21,LucliaS35081712,_Janoninho
2022-11-22 19:08:24,BbFrenetica,Karinegtoledo
2022-11-22 19:08:27,gaivotabranca,Christi59322080
2022-11-22 19:08:29,vnia_wenzel1,BrunoCalixto22
2022-11-22 19:08:31,clarahcantunes,eoliveira2003
2022-11-22 19:08:32,homo10sapiens,MarcianoBrito13
2022-11-22 19:08:36,conciliele,_Janoninho
2022-11-22 19:08:38,vnia_wenzel1,DCDM115
2022-11-22 19:08:39,claudio_degani,Wallcostajf
2022-11-22 19:08:39,homo10sapiens,CarlosS48442375
2022-11-22 19:08:41,conciliele,zurenemanique
2022-11-22 19:08:41,LucliaS35081712,joaodomenech
2022-11-22 19:08:42,homo10sapiens,MarcianoBrito13
2022-11-22 19:08:45,MarciaRemedy,lazarorosa25
2022-11-22 19:08:46,Patrcia01777362,CarlosS48442375
2022-11-22 19:08:48,conciliele,joaodomenech
2022-11-22 19:08:49,homo10sapiens,_Janoninho
2022-11-22 19:08:50,bin_vera,DCDM115
2022-11-22 19:08:51,MarciaRemedy,consallys
2022-11-22 19:08:55,tomcatspeedi,Kaiqueporto32
2022-11-22 19:08:55,homo10sapiens,OceanAlves
2022-11-22 19:09:00,homo10sapiens,_Janoninho
2022-11-22 19:09:01,MarciaRemedy,euailze
2022-11-22 19:09:03,LucliaS35081712,EdsonFilho74
2022-11-22 19:09:04,bin_vera,MauricioCostaRS
2022-11-22 19:09:05,clarahcantunes,goncalves273
2022-11-22 19:09:05,homo10sapiens,joaodomenech
2022-11-22 19:09:06,conciliele,_Janoninho
2022-11-22 19:09:07,AntoniadePaula7,_Janoninho
2022-11-22 19:09:08,e2005lopes,MauricioCostaRS
2022-11-22 19:09:08,neide_vp,John_N4varro
2022-11-22 19:09:09,MarciaRemedy,cervejadgarrafa
2022-11-22 19:09:13,LucliaS35081712,joaodomenech
2022-11-22 19:09:13,e2005lopes,John_N4varro
2022-11-22 19:09:14,elimarconde,FelipZimmer
2022-11-22 19:09:14,Marlene65162860,Wagner_R_O
2022-11-22 19:09:16,NovacSil,FelipZimmer
2022-11-22 19:09:16,homo10sapiens,AngelJones_13
2022-11-22 19:09:17,Sabelhinhaa,lazarorosa25
2022-11-22 19:09:17,conciliele,_Janoninho
2022-11-22 19:09:18,Yourpurposeee,lazarorosa25
2022-11-22 19:09:18,MarciaRemedy,DREEZ_171
2022-11-22 19:09:19,clarahcantunes,marianelazaro
2022-11-22 19:09:20,homo10sapiens,joaodomenech
2022-11-22 19:09:20,bin_vera,JoaquinTeixeira
2022-11-22 19:09:22,Yourpurposeee,consallys
2022-11-22 19:09:24,neide_vp,lugubremonotomo
2022-11-22 19:09:24,conciliele,TiciaEvans
2022-11-22 19:09:27,homo10sapiens,daniduncan
2022-11-22 19:09:28,conciliele,joaodomenech
2022-11-22 19:09:30,roberto14874577,Suzano_info
2022-11-22 19:09:31,e2005lopes,Wallcostajf
2022-11-22 19:09:32,Yourpurposeee,euailze
2022-11-22 19:09:33,GuedesMyrna,_Janoninho
2022-11-22 19:09:33,Astuto31111581,lazarorosa25
2022-11-22 19:09:33,Adriano19777131,UdaJuris2022
2022-11-22 19:09:34,homo10sapiens,TiciaEvans
2022-11-22 19:09:34,conciliele,_Janoninho
2022-11-22 19:09:37,homo10sapiens,RonaldoJBBarros
2022-11-22 19:09:38,mafair12,MauricioCostaRS
2022-11-22 19:09:40,JandadaRosange1,JoaquinTeixeira
2022-11-22 19:09:41,homo10sapiens,sorayabborges
2022-11-22 19:09:49,conciliele,AngelJones_13
2022-11-22 19:09:56,homo10sapiens,joaodomenech
2022-11-22 19:09:58,Marlene65162860,mara_selma
2022-11-22 19:09:59,MeireMe22166878,Kaiqueporto32
2022-11-22 19:09:59,GomesSolamita,John_N4varro
2022-11-22 19:10:00,MarciaRemedy,MarcelaSaraivas
2022-11-22 19:10:02,JandadaRosange1,aro_marcia
2022-11-22 19:10:03,Yourpurposeee,DREEZ_171
2022-11-22 19:10:06,roberto14874577,Elainnefaria1
2022-11-22 19:10:09,JandadaRosange1,vanete_araujo
2022-11-22 19:10:13,vnia_wenzel1,aro_marcia
2022-11-22 19:10:13,homo10sapiens,Cro_thom
2022-11-22 19:10:14,conciliele,lolaescreva
2022-11-22 19:10:18,conciliele,joaodomenech
2022-11-22 19:10:24,conciliele,CarlosS48442375
2022-11-22 19:10:24,homo10sapiens,joaodomenech
2022-11-22 19:10:25,vnia_wenzel1,MarloneBHMG
2022-11-22 19:10:25,CarlosS10521054,Danicarlasou
2022-11-22 19:10:26,JandadaRosange1,lugubremonotomo
2022-11-22 19:10:28,JandadaRosange1,BaraoFarias
2022-11-22 19:10:29,conciliele,EdsonFilho74
2022-11-22 19:10:30,MarciaRemedy,daniduncan
2022-11-22 19:10:31,homo10sapiens,Naradmoraes
2022-11-22 19:10:34,conciliele,fonncllau10
2022-11-22 19:10:34,homo10sapiens,MarcianoBrito13
2022-11-22 19:10:35,Yourpurposeee,_Janoninho
2022-11-22 19:10:36,CarlosS10521054,MauricioCostaRS
2022-11-22 19:10:36,JandadaRosange1,Lindasod
2022-11-22 19:10:37,conciliele,_Janoninho
2022-11-22 19:10:38,abnersantosfre,MauricioCostaRS
2022-11-22 19:10:38,MarciaRemedy,buarqueana13
2022-11-22 19:10:39,JandadaRosange1,Wallcostajf
2022-11-22 19:10:40,CarlosS10521054,DCDM115
2022-11-22 19:10:40,MeireMe22166878,John_N4varro
2022-11-22 19:10:42,JandadaRosange1,CinthiaMagal
2022-11-22 19:10:43,PereiraRondon,Kaiqueporto32
2022-11-22 19:10:43,claudio_degani,BrunoCalixto22
2022-11-22 19:10:45,marinacafadv,_Janoninho
2022-11-22 19:10:48,conciliele,MarcianoBrito13
2022-11-22 19:10:48,JandadaRosange1,GgmAndrews
2022-11-22 19:10:50,Everton74038853,vanete_araujo
2022-11-22 19:10:50,JandadaRosange1,nayarathaf
2022-11-22 19:10:51,MarciaRemedy,cesarcalejon1
2022-11-22 19:10:55,conciliele,joaodomenech
2022-11-22 19:10:56,JandadaRosange1,Suzano_info
2022-11-22 19:11:00,JandadaRosange1,GleissonOpus
2022-11-22 19:11:01,lublanche,vanete_araujo
2022-11-22 19:11:03,conciliele,RonaldoJBBarros
2022-11-22 19:11:03,JandadaRosange1,Edu210670
2022-11-22 19:11:03,mach16mar,DCDM115
2022-11-22 19:11:04,MeireMe22166878,Wagner_R_O
2022-11-22 19:11:05,lzaana_hotmail,Danicarlasou
2022-11-22 19:11:08,simonegmoreno,_Janoninho
2022-11-22 19:11:10,conciliele,sorayabborges
2022-11-22 19:11:11,DaviSatto,Wallcostajf
2022-11-22 19:11:15,conciliele,JRBRONKO
2022-11-22 19:11:18,Adalgis51564937,_Janoninho
2022-11-22 19:11:19,MeireMe22166878,goncalves273
2022-11-22 19:11:21,homo10sapiens,zurenemanique
2022-11-22 19:11:21,lzaana_hotmail,Suzano_info
2022-11-22 19:11:22,Adalgis51564937,_Janoninho
2022-11-22 19:11:23,conciliele,_Janoninho
2022-11-22 19:11:29,homo10sapiens,joaodomenech
2022-11-22 19:11:29,conciliele,Cro_thom
2022-11-22 19:11:30,lublanche,Luisoli21929060
2022-11-22 19:11:34,homo10sapiens,JRBRONKO
2022-11-22 19:11:35,Adriano19777131,Kaiqueporto32
2022-11-22 19:11:36,lublanche,Suzano_info
2022-11-22 19:11:38,JoseAnd02793053,lolaescreva
2022-11-22 19:11:43,homo10sapiens,joaodomenech
2022-11-22 19:11:44,enriique_garcia,willmourds
2022-11-22 19:11:45,CibelePaula4,BrunoCalixto22
2022-11-22 19:11:46,homo10sapiens,P_de_Plotino
2022-11-22 19:11:49,mach16mar,Pittyprovesi
2022-11-22 19:11:50,homo10sapiens,netto41
2022-11-22 19:11:55,Mariatirui,MarcianoBrito13
2022-11-22 19:11:57,mach16mar,FelipZimmer
2022-11-22 19:11:59,igormartzell,_Janoninho
2022-11-22 19:12:01,ItalobomVictor,CarlosS48442375
2022-11-22 19:12:01,homo10sapiens,oicram2016
2022-11-22 19:12:04,enriique_garcia,E_PaKabah
2022-11-22 19:12:04,igormartzell,lazarorosa25
2022-11-22 19:12:04,ItalobomVictor,EdsonFilho74
2022-11-22 19:12:05,CarlosR68404460,BrunoCalixto22
2022-11-22 19:12:06,homo10sapiens,sorayabborges
2022-11-22 19:12:07,Weslley02374166,MarcianoBrito13
2022-11-22 19:12:15,homo10sapiens,edsozx
2022-11-22 19:12:18,meihirataa,linapaulaqueir1
2022-11-22 19:12:20,clarahcantunes,Fran_apropria
2022-11-22 19:12:23,conciliele,OceanAlves
2022-11-22 19:12:24,igormartzell,nadiaprado7
2022-11-22 19:12:29,igormartzell,cesarcalejon1
2022-11-22 19:12:31,igormartzell,_Janoninho
2022-11-22 19:12:31,Everton74038853,John_N4varro
2022-11-22 19:12:32,BbFrenetica,DCDM115
2022-11-22 19:12:35,edsalex,Elainnefaria1
2022-11-22 19:12:48,vaz_eunice,joaodomenech
2022-11-22 19:12:49,lzaana_hotmail,BrunoCalixto22
2022-11-22 19:12:54,Adalgis51564937,_Janoninho
2022-11-22 19:13:00,mariaau15487649,Wallcostajf
2022-11-22 19:13:05,dnak_d,Elainnefaria1
2022-11-22 19:13:07,WerbitchonA,Suzano_info
2022-11-22 19:13:11,vaz_eunice,_Janoninho
2022-11-22 19:13:13,conciliele,_Janoninho
2022-11-22 19:13:13,lzaana_hotmail,vanete_araujo
2022-11-22 19:13:17,CamilaValria8,Suzano_info
2022-11-22 19:13:21,j_racionais,_Janoninho
2022-11-22 19:13:21,bola1companhero,CarlosS48442375
2022-11-22 19:13:23,MarcianoBrito13,cesarcalejon1
2022-11-22 19:13:27,adsrocha6,lazarorosa25
2022-11-22 19:13:27,vaz_eunice,lazarorosa25
2022-11-22 19:13:33,vaz_eunice,CarlosS48442375
2022-11-22 19:13:34,Waldenilsonrobe,FelipZimmer
2022-11-22 19:13:40,gonzaga_marconi,lazarorosa25
2022-11-22 19:13:44,marileia2141,marianelazaro
2022-11-22 19:13:47,gaivotabranca,EMorengueira
2022-11-22 19:13:48,ceara59,_Janoninho
2022-11-22 19:13:48,marinacafadv,_Janoninho
2022-11-22 19:13:51,WerbitchonA,Kaiqueporto32
2022-11-22 19:13:52,marileia2141,Danicarlasou
2022-11-22 19:13:57,Astuto31111581,_Janoninho
2022-11-22 19:13:58,Regina36695692,consallys
2022-11-22 19:14:00,mariaau15487649,MarloneBHMG
2022-11-22 19:14:02,Regina36695692,DREEZ_171
2022-11-22 19:14:05,_Janoninho,cesarcalejon1
2022-11-22 19:14:10,marinacafadv,lazarorosa25
2022-11-22 19:14:12,mariaau15487649,UdaJuris2022
2022-11-22 19:14:13,Regina36695692,euailze
2022-11-22 19:14:18,Regina36695692,nadiaprado7
2022-11-22 19:14:23,lzaana_hotmail,Suzano_info
2022-11-22 19:14:24,Regina36695692,MarcelaSaraivas
2022-11-22 19:14:30,mariaau15487649,marianelazaro
2022-11-22 19:14:33,ac13131313,cesarcalejon1
2022-11-22 19:14:33,lzaana_hotmail,Alex__Lemos
2022-11-22 19:14:37,marileia2141,MauricioCostaRS
2022-11-22 19:14:43,jadder1984,Luisoli21929060
2022-11-22 19:14:48,zebedeudascoves,_Janoninho
2022-11-22 19:14:56,ceara59,simonegmoreno
2022-11-22 19:14:56,zebedeudascoves,_Janoninho
2022-11-22 19:14:57,jadder1984,linapaulaqueir1
2022-11-22 19:14:58,GleicianySilv17,Danicarlasou
2022-11-22 19:15:06,lzaana_hotmail,vanzuty
2022-11-22 19:15:11,gaivotabranca,claryene
2022-11-22 19:15:21,DuasVezes1,lazarorosa25
2022-11-22 19:15:28,Cizinhah,_Janoninho
2022-11-22 19:15:31,gaivotabranca,vivianesfarias1
2022-11-22 19:15:35,alexcarv72,Suzano_info
2022-11-22 19:15:36,paula37095125,LeoniceMariana1
2022-11-22 19:15:47,paula37095125,Suzano_info
2022-11-22 19:15:48,terezajunquilh2,lolaescreva
2022-11-22 19:15:51,lzaana_hotmail,goncalves273
2022-11-22 19:15:52,AlexFBar,MauricioCostaRS
2022-11-22 19:15:54,Moraes09095330,Amoresvidafeliz
2022-11-22 19:15:55,marta56028719,Kaiqueporto32
2022-11-22 19:15:57,The_Yachtsman,Danicarlasou
2022-11-22 19:15:59,ceara59,jamlima77
2022-11-22 19:16:05,mariaau15487649,psy_fps
2022-11-22 19:16:10,MitsuhiroFF,JoaquinTeixeira
2022-11-22 19:16:12,madelcostas,joaodomenech
2022-11-22 19:16:13,The_Yachtsman,Kaiqueporto32
2022-11-22 19:16:14,reinaldo6763,Suzano_info
2022-11-22 19:16:14,almeida_welma,JoaquinTeixeira
2022-11-22 19:16:17,terezajunquilh2,consallys
2022-11-22 19:16:20,King_Napoleao,KaiolOof
2022-11-22 19:16:22,terezajunquilh2,_Janoninho
2022-11-22 19:16:33,The_Yachtsman,UdaJuris2022
2022-11-22 19:16:34,Simonegomes1981,lugubremonotomo
2022-11-22 19:16:37,AlexFBar,Wallcostajf
2022-11-22 19:16:37,Cizinhah,_Janoninho
2022-11-22 19:16:42,laercioclp,KaiolOof
2022-11-22 19:16:42,Simonegomes1981,John_N4varro
2022-11-22 19:16:44,King_Napoleao,FelipZimmer
2022-11-22 19:16:44,mach16mar,GabryelyOlivei1
2022-11-22 19:16:53,tatianemarceli6,_Janoninho
2022-11-22 19:16:54,marta56028719,Wallcostajf
2022-11-22 19:16:57,marileia2141,linapaulaqueir1
2022-11-22 19:16:58,robledorap,_Janoninho
2022-11-22 19:16:58,Lucyvieira7,Suzano_info
2022-11-22 19:16:59,AlexFBar,aro_marcia
2022-11-22 19:17:00,NeideLi19431932,CinthiaMagal
2022-11-22 19:17:01,vaz_eunice,cesarcalejon1
2022-11-22 19:17:09,marileia2141,UdaJuris2022
2022-11-22 19:17:09,madelcostas,lazarorosa25
2022-11-22 19:17:12,Lucyvieira7,UdaJuris2022
2022-11-22 19:17:13,SBluhu,CinthiaMagal
2022-11-22 19:17:19,lzaana_hotmail,LeoewalF
2022-11-22 19:17:28,DayKSantos1,BrunoCalixto22
2022-11-22 19:17:36,marileia2141,Edu210670
2022-11-22 19:17:44,Arnaldo96251489,MauricioCostaRS
2022-11-22 19:17:44,adsrocha6,_Janoninho
2022-11-22 19:17:45,marinacafadv,_Janoninho
2022-11-22 19:17:47,NeideLi19431932,Edu210670
2022-11-22 19:17:48,laercioclp,MauricioCostaRS
2022-11-22 19:17:51,NeideLi19431932,UdaJuris2022
2022-11-22 19:17:55,SBluhu,Wallcostajf
2022-11-22 19:17:56,laercioclp,BrunoCalixto22
2022-11-22 19:17:59,NeideLi19431932,MarloneBHMG
2022-11-22 19:17:59,marinacafadv,_Janoninho
2022-11-22 19:18:01,MariaSi25970757,_Janoninho
2022-11-22 19:18:03,santossonia407,_Janoninho
2022-11-22 19:18:04,marileia2141,Christi59322080
2022-11-22 19:18:06,Crislai17825672,MarcelaSaraivas
2022-11-22 19:18:08,NeideLi19431932,marianelazaro
2022-11-22 19:18:09,Benedit74003442,Suzano_info
2022-11-22 19:18:09,marta56028719,Elainnefaria1
2022-11-22 19:18:12,King_Napoleao,John_N4varro
2022-11-22 19:18:13,Crislai17825672,lazarorosa25
2022-11-22 19:18:17,laercioclp,John_N4varro
2022-11-22 19:18:18,zebedeudascoves,_Janoninho
2022-11-22 19:18:19,Crislai17825672,consallys
2022-11-22 19:18:25,laercioclp,vanzuty
2022-11-22 19:18:25,NeideLi19431932,GleissonOpus
2022-11-22 19:18:27,Juliana110174,MauricioCostaRS
2022-11-22 19:18:29,laercioclp,IvairSouza4
2022-11-22 19:18:30,SBluhu,John_N4varro
2022-11-22 19:18:30,NeideLi19431932,Elainnefaria1
2022-11-22 19:18:33,NeideLi19431932,Paulo_Dupont
2022-11-22 19:18:36,madelcostas,_Janoninho
2022-11-22 19:18:41,AndreaSemeler,KaiolOof
2022-11-22 19:18:44,RGLAMOUNIER,MauricioCostaRS
2022-11-22 19:18:47,carlostaurus99,AngelJones_13
2022-11-22 19:18:56,laercioclp,GleissonOpus
2022-11-22 19:18:58,BobNoza,_Janoninho
2022-11-22 19:19:06,SBluhu,Karinegtoledo
2022-11-22 19:19:08,Arnaldo96251489,DCDM115
